whole_time,opt_step_count,collision_count,crash_rate,ee_path_length,joints_path_length,Avg.Speed,Max.Speed,goal_w,collision_w,oneLoop,oneOpt
122.501,2248,98,75.0,47.674,190.375,0.303,0.794,60.0,180,54.493534183162815,31.26056826411617
122.865,2256,90,55.0,47.894,189.151,0.304,0.797,60.0,180,54.461270253709024,31.220437047329355
123.824,2276.0,83.0,53.333,47.472,189.802,0.298,0.792,60.0,180.0,54.406,31.22
123.824,2276.0,83.0,53.333,47.472,189.802,0.298,0.792,60.0,180.0,54.406,31.22
131.647,2416,110,70.0,49.727,198.38,0.294,0.78,60.0,200,54.48947955441001,31.25388180183259
114.329,2097,92,65.0,47.087,188.362,0.321,0.771,60.0,200,54.5202707982825,31.256826820973846
129.902,2388,111,70.0,49.474,196.908,0.296,0.788,60.0,200,54.397847884064745,31.23774290883561
125.293,2300.333,104.333,68.333,48.763,194.55,0.304,0.78,60.0,200.0,54.469,31.249
125.293,2300.333,104.333,68.333,48.763,194.55,0.304,0.78,60.0,200.0,54.469,31.249
112.94,2075,68,45.0,46.684,185.356,0.322,0.725,60.0,220,54.42904920463102,31.230438416262707
127.172,2339,68,45.0,48.846,196.432,0.299,0.806,60.0,220,54.37023530611884,31.2066258605396
119.803,2201,68,45.0,48.581,191.389,0.316,0.841,60.0,220,54.43111044447404,31.20184627136064
119.972,2205.0,68.0,45.0,48.037,191.059,0.312,0.791,60.0,220.0,54.41,31.213
119.972,2205.0,68.0,45.0,48.037,191.059,0.312,0.791,60.0,220.0,54.41,31.213
136.105,2504,65,55.0,49.786,198.9,0.284,0.784,60.0,240,54.35510689077286,31.173953233054654
114.062,2095,67,50.0,47.706,187.702,0.326,0.778,60.0,240,54.44499496059372,31.23206068052597
106.361,1960,26,35.0,46.63,182.758,0.34,0.759,60.0,240,54.26594274384635,31.187433977516328
118.843,2186.333,52.667,46.667,48.041,189.787,0.317,0.774,60.0,240.0,54.355,31.198
118.843,2186.333,52.667,46.667,48.041,189.787,0.317,0.774,60.0,240.0,54.355,31.198
103.52,1877,282,70.0,40.976,163.159,0.312,0.849,70.0,80,55.15195501568346,31.538507693234312
93.266,1700,166,60.0,40.89,162.783,0.344,0.881,70.0,80,54.86227876999799,31.412554628708783
93.439,1707,162,65.0,40.734,161.616,0.341,0.807,70.0,80,54.73863638557742,31.425842710873788
96.742,1761.333,203.333,65.0,40.867,162.519,0.332,0.846,70.0,80.0,54.918,31.459
